feature,mean_abs_shap
V39,0.0006254365758554952
V197,0.0006202822236939461
V153,0.0006174231933311321
V238,0.000609121007911596
V100,0.0006073372570652908
V182,0.0006012594296438721
V188,0.0005873327207718816
V185,0.0005816997980235653
V50,0.00057866274796568
V154,0.0005711701105317462
V246,0.0005608060239402336
V151,0.0005606081650928676
V214,0.0005497608624816997
id_21,0.0005344323384734986
V199,0.0005336586612199692
V22,0.0005244538351693001
V112,0.0005239893129764907
V249,0.000523092352280183
V331,0.0005172286231018017
V32,0.0005073328269852516
V225,0.0005028354377056584
V9,0.0004950434913588803
V232,0.0004852627699287787
V211,0.00048227999813408315
V198,0.00048199126821102796
V338,0.00045991727040418223
V181,0.0004574448337024896
V106,0.00045697464222414704
id_25,0.0004523769050553611
V334,0.0004500312100713106
V168,0.0004379918834917648
V172,0.0004276926021809931
V161,0.000407670068175968
V144,0.00040370665963900725
V162,0.00040057894102788253
id_24,0.0003962379408484319
V18,0.0003877790304500367
V329,0.00037833481671456867
V114,0.0003637063132575711
V228,0.00035433217054340883
V324,0.00035372394432151385
V254,0.00035239588395836986
V235,0.00032823708275661655
V31,0.0003241082001304134
V326,0.0003184434889969249
V284,0.0003159471664297318
V103,0.0002971346249357096
V167,0.0002887667031793574
V192,0.00028316828733099557
V186,0.00025404620452145973
V179,0.00024737919810558276
V227,0.0002471713229091904
V175,0.00023606779966999186
V155,0.00023202788032230287
V142,0.00023166349789590556
V193,0.00022578117613847117
V122,0.000224423729280667
V146,0.0001890411650569882
V236,0.00017615232988916192
V177,0.00016970684144039551
V337,0.00016134235790467958
V250,0.0001580728787353017
V196,0.0001489661236492652
V253,0.00014626222495003535
V104,0.00013822424563773698
V247,0.00013779708824342604
V248,0.00013141431472557083
V120,0.0001287026035518409
V190,0.00011933584363324683
V195,0.00011829939305127775
V111,8.587432154013904e-05
V174,8.106561852689193e-05
id_22,7.982044536724649e-05
V16,7.476237750178744e-05
V148,7.262980686970018e-05
V119,6.746942751073176e-05
V121,5.306364967652837e-05
V173,5.289686502703866e-05
id_23,4.62004802189686e-05
V237,3.688834766002965e-05
FE_addr2,3.522386132416967e-05
V110,3.435866841900955e-05
V138,3.3593738462662956e-05
V330,2.8508697231259875e-05
V322,2.3922146014208258e-05
V252,2.2834145014365494e-05
V191,1.3402268711719452e-05
V113,1.285775505372957e-05
V194,3.813842487234482e-06
TransactionAmt_log_card4_count,0.0
V269,0.0
V1,0.0
V14,0.0
V328,0.0
V117,0.0
V325,0.0
V107,0.0
V305,0.0
V327,0.0
V241,0.0
id_27,0.0
V240,0.0
V89,0.0
V88,0.0
V65,0.0
V68,0.0
V28,0.0
V27,0.0
V41,0.0
FE_M1,0.0
